income,savings,credit_usage,loan_balance,monthly_spending,investment_portfolio,risk_appetite,age,employment_status,education_level,credit_score,debt_to_income_ratio,monthly_essentials,monthly_discretionary,long_term_goals
4792,13513,9287,2492,3342,15812,medium,23,self-employed,bachelor's,492,2.46,1787,337,buy house
6365,40894,5894,51029,4237,16464,high,63,retired,master's,687,8.94,515,788,buy house
6032,29958,8801,429,3550,10976,medium,58,full-time,master's,326,1.53,1699,555,invest more
9730,16183,3707,35441,6668,7442,high,52,self-employed,master's,304,4.02,3841,766,invest more
3231,12681,2779,23263,2036,3752,medium,28,self-employed,master's,725,8.06,915,603,invest more
8556,42049,8216,10399,2599,8383,low,57,self-employed,master's,677,2.18,1060,262,buy house
4966,10668,6983,20379,3408,15969,high,34,full-time,bachelor's,547,5.51,2256,704,travel
5547,26586,554,13224,3167,14097,low,45,retired,master's,385,2.48,1480,902,invest more
5373,41107,4005,10159,3189,18784,high,40,self-employed,PhD,425,2.64,1758,584,buy house
6057,19702,1691,8087,3857,2561,low,36,retired,PhD,487,1.61,1808,921,travel
8302,49386,1353,12167,5738,2900,low,37,self-employed,master's,525,1.63,1195,773,retirement
5331,28908,1680,16671,3105,3996,low,39,retired,PhD,700,3.44,2103,216,travel
8479,37513,9376,32467,4733,11636,low,54,full-time,PhD,462,4.93,1607,1121,retirement
8065,32723,2922,49128,5299,16606,low,52,full-time,master's,742,6.45,1578,1062,retirement
8257,14252,2039,11252,2776,11829,low,67,full-time,PhD,529,1.61,1445,315,invest more
2019,13367,2761,15917,858,9024,medium,32,full-time,bachelor's,775,9.25,558,206,travel
3252,13441,9659,7305,1234,13728,medium,27,full-time,bachelor's,565,5.21,801,317,buy house
4390,5527,9031,6856,2687,11581,medium,29,full-time,bachelor's,673,3.62,1071,398,invest more
6749,22937,3316,888,3156,14848,high,39,full-time,PhD,770,0.62,771,237,travel
9535,32165,3812,9952,2926,14145,low,45,full-time,PhD,710,1.44,756,573,invest more
7727,14988,6704,52942,4768,9726,low,57,self-employed,PhD,694,7.72,2520,1361,buy house
7107,23773,4006,57686,4952,9179,high,65,full-time,PhD,363,8.68,1166,1002,travel
5645,34466,9513,30734,2519,12020,high,37,retired,PhD,508,7.13,986,571,buy house
3133,14869,676,22475,1232,11931,medium,34,self-employed,master's,774,7.39,789,218,travel
6207,25819,1466,26860,1882,15266,low,39,self-employed,master's,431,4.56,947,345,retirement
9711,23481,551,20568,4761,4705,low,65,retired,master's,397,2.17,3146,1007,travel
1064,3982,1305,2228,504,5964,high,21,part-time,in school,309,3.32,500,200,retirement
8627,22163,3174,25885,4676,4890,medium,49,retired,master's,361,3.37,2838,1109,retirement
9540,10763,8109,14747,4111,10147,high,43,self-employed,PhD,559,2.4,1112,427,retirement
7869,10481,8376,3735,2880,11168,high,63,full-time,PhD,598,1.54,556,692,retirement
2591,19081,6483,26135,1734,7647,medium,29,full-time,bachelor's,345,12.58,912,307,invest more
4048,11103,2764,16,1342,15089,medium,25,full-time,bachelor's,757,0.69,857,250,invest more
9502,10902,8759,46244,6647,8060,low,68,full-time,master's,537,5.79,2327,1323,invest more
716,3647,1052,926,249,3735,low,19,part-time,in school,822,2.76,500,200,retirement
9006,24035,4718,22769,3512,19984,low,42,full-time,PhD,327,3.05,797,660,buy house
5791,34926,5257,20841,3634,18067,medium,52,retired,master's,447,4.51,938,566,invest more
2484,13934,2192,229,1538,10991,high,26,self-employed,bachelor's,528,0.97,718,268,buy house
5328,30784,1293,44154,3669,5099,low,51,full-time,master's,637,8.53,1649,926,buy house
3884,10346,677,11800,1934,12845,high,33,self-employed,bachelor's,348,3.21,991,399,invest more
5941,25490,2418,32601,1927,12836,medium,58,self-employed,master's,695,5.89,956,421,travel
5789,45466,4695,8831,4045,4277,high,40,retired,master's,714,2.34,2163,947,retirement
5777,45458,2099,40044,2493,16469,medium,59,retired,master's,768,7.29,1265,328,retirement
6636,32995,2297,26586,2951,18941,low,64,full-time,master's,344,4.35,1481,324,invest more
9816,14332,278,16003,5025,10722,medium,56,self-employed,PhD,577,1.66,597,1418,travel
5776,42577,8875,32782,3218,1463,low,42,full-time,master's,446,7.21,1953,953,retirement
3572,17058,7062,4964,1443,9149,high,31,full-time,master's,699,3.37,642,214,retirement
5532,26169,3320,10136,2457,3328,high,61,full-time,master's,360,2.43,1384,692,buy house
9196,25742,4555,31163,4493,8824,low,39,retired,PhD,778,3.88,1827,1157,invest more
5805,40673,4439,51072,3980,14861,medium,60,self-employed,PhD,743,9.56,1366,856,retirement
6303,21804,2569,28255,3356,12141,high,64,self-employed,master's,514,4.89,1907,777,travel
2763,17779,6032,728,879,7675,low,28,full-time,master's,372,2.45,571,244,travel
8060,34459,1288,5893,3325,11292,low,65,retired,PhD,386,0.89,1625,368,travel
5614,36067,2490,18360,2526,8117,medium,61,self-employed,master's,549,3.71,1350,591,retirement
8875,34659,7206,1402,4982,17896,low,37,retired,PhD,781,0.97,1815,763,travel
5946,21336,3921,41352,3088,13756,medium,63,self-employed,master's,310,7.61,860,282,invest more
4188,7806,3404,16671,1275,1680,medium,29,self-employed,master's,745,4.79,604,299,retirement
8661,14898,7728,19543,4005,16410,low,55,full-time,master's,673,3.15,1320,312,invest more
9611,22730,4414,19329,4125,4975,medium,37,self-employed,master's,374,2.47,2303,1064,invest more
5228,22188,6223,34096,1658,6863,high,54,full-time,PhD,662,7.71,1031,262,travel
4720,9563,3376,24579,1445,9944,medium,26,self-employed,bachelor's,495,5.92,690,329,invest more
8503,28832,7125,38633,2931,9665,high,41,self-employed,master's,343,5.38,593,524,travel
3112,19112,7613,25053,1214,15610,medium,28,self-employed,master's,366,10.49,726,235,retirement
3221,8558,2439,16048,1284,4252,low,28,full-time,bachelor's,413,5.74,882,255,retirement
9121,16284,2648,5256,5103,12290,medium,39,retired,master's,514,0.87,1266,1078,retirement
7507,48482,9438,14267,4282,13094,low,46,self-employed,master's,308,3.16,596,830,buy house
5758,47031,7788,30929,1844,15242,high,37,retired,master's,713,6.72,1121,375,invest more
6986,49988,2659,58110,3560,11373,low,61,full-time,PhD,807,8.7,2055,657,buy house
7276,49057,5615,53223,4889,14812,low,57,self-employed,PhD,745,8.09,717,951,travel
3237,8250,9339,9603,2069,3042,low,29,full-time,master's,367,5.85,1094,242,travel
9733,17417,2891,24251,4421,8878,low,43,self-employed,master's,581,2.79,618,1095,invest more
3456,14107,5972,24609,1409,13199,high,31,full-time,master's,813,8.85,829,280,retirement
6210,28398,4837,48047,2340,12549,high,69,self-employed,PhD,712,8.51,1234,540,retirement
6877,37818,3489,24052,2098,6737,high,68,full-time,PhD,760,4.0,844,607,retirement
9394,35641,1719,35094,5617,17872,high,44,retired,master's,444,3.92,2578,1418,buy house
3883,15489,3036,6080,1466,13458,high,33,self-employed,bachelor's,318,2.35,899,382,retirement
6725,44123,7631,27329,4437,15539,high,44,retired,master's,435,5.2,3103,957,travel
6379,38411,4989,33147,3430,6511,low,43,self-employed,PhD,423,5.98,1280,396,travel
7919,46126,9537,23106,4576,1570,high,55,retired,PhD,739,4.12,919,771,invest more
9665,39198,5544,49077,4125,11834,medium,60,self-employed,master's,695,5.65,2650,772,retirement
2319,5405,7434,4269,885,5680,medium,23,self-employed,bachelor's,501,5.04,517,222,travel
3534,14498,3845,18581,1921,3557,medium,26,self-employed,master's,825,6.34,697,452,buy house
6440,40879,2435,23462,4023,14654,high,46,retired,PhD,777,4.02,723,294,buy house
5164,46707,2616,10813,1872,10130,medium,40,retired,PhD,364,2.6,587,436,travel
9520,24129,3268,53934,3199,13801,high,69,full-time,PhD,624,6.01,531,936,travel
5984,12908,1574,38254,2045,2769,medium,45,full-time,PhD,746,6.65,811,412,invest more
8305,21346,3004,8951,2943,10553,low,38,retired,master's,376,1.44,1931,508,travel
375,805,7467,18938,114,19619,low,19,part-time,high school,388,70.23,500,200,invest more
1978,709,3347,5656,1285,3589,high,18,unemployed,high school,753,4.55,672,323,retirement
5025,14015,4653,36481,1638,13356,high,53,retired,master's,582,8.18,880,403,buy house
7664,45511,3456,44016,4904,7856,high,62,retired,master's,653,6.19,1481,588,invest more
8282,30661,2425,47456,4273,9650,low,55,retired,master's,531,6.02,2882,411,travel
63,1911,8927,16430,40,18133,medium,20,unemployed,high school,774,396.2,500,200,retirement
1222,932,2576,8481,515,17026,high,21,unemployed,high school,629,9.04,500,200,invest more
3421,12853,6588,24890,1085,7328,high,34,full-time,master's,451,9.2,569,265,retirement
2231,7239,5518,3532,1094,3438,high,22,full-time,bachelor's,513,4.05,704,272,travel
162,1933,1764,9291,67,7217,medium,20,unemployed,high school,837,67.82,500,200,travel
8275,36121,8017,28458,3194,7374,medium,36,retired,PhD,715,4.41,684,667,retirement
4887,15208,9894,23696,1882,18085,medium,27,self-employed,bachelor's,652,6.87,703,322,invest more
3902,17064,2636,16605,2467,9133,medium,29,full-time,master's,781,4.93,560,511,retirement
9744,49443,9582,30807,6069,16503,medium,68,full-time,PhD,618,4.14,2582,1205,buy house
7883,33180,1894,21146,2947,12286,low,46,retired,master's,572,2.92,683,352,buy house
6837,39134,7837,43061,4263,15058,medium,51,full-time,master's,566,7.44,2185,700,travel
5423,45470,8085,23416,3669,17633,medium,47,self-employed,master's,524,5.81,1471,686,buy house
6450,24858,9068,28860,3817,12196,low,42,retired,PhD,611,5.88,1501,634,retirement
6929,26798,618,11425,2476,2201,medium,39,full-time,PhD,530,1.74,1090,502,invest more
4201,14622,1841,13630,2083,16944,low,28,full-time,bachelor's,646,3.68,1183,285,invest more
5114,12201,3136,35588,1556,10690,medium,42,full-time,PhD,772,7.57,658,339,retirement
4326,10987,2406,4725,1364,14123,medium,25,full-time,bachelor's,834,1.65,830,366,travel
3005,9283,3976,20273,1091,17715,medium,32,full-time,master's,346,8.07,686,306,retirement
6393,39330,2928,32591,4400,14284,low,41,full-time,PhD,837,5.56,619,768,travel
2095,18589,5482,18564,868,7919,low,27,self-employed,master's,329,11.47,579,260,travel
4249,9425,3695,10337,1883,13978,low,31,self-employed,bachelor's,789,3.3,823,306,invest more
2229,9915,3034,22021,1183,13794,medium,23,self-employed,bachelor's,762,11.24,647,340,travel
1585,2416,5903,4292,1064,12119,medium,18,unemployed,in school,792,6.43,678,211,retirement
9203,10026,6553,20651,2823,18810,low,57,retired,PhD,530,2.96,1518,749,buy house
1777,312,1354,18502,1169,12565,medium,20,unemployed,high school,587,11.17,572,317,invest more
8559,35953,8324,11862,3850,18847,medium,66,retired,PhD,633,2.36,2265,864,invest more
7579,46802,6363,37045,3018,11387,medium,67,retired,PhD,579,5.73,1001,202,travel
7462,26966,490,29752,3890,5901,low,58,retired,PhD,418,4.05,1682,722,invest more
9761,38013,1608,8940,6760,12840,low,55,retired,PhD,722,1.08,4243,1703,travel
5403,42498,2955,4167,2897,7435,medium,57,retired,PhD,446,1.32,1501,404,retirement
8321,17994,4342,11809,4211,16539,medium,55,self-employed,master's,574,1.94,952,223,buy house
3191,5172,2382,19021,1440,8386,medium,26,self-employed,master's,389,6.71,754,430,retirement
1435,4957,9648,11028,637,4582,high,20,unemployed,in school,560,14.4,500,200,invest more
7110,20707,5142,20033,2704,10325,high,40,retired,PhD,701,3.54,1277,326,buy house
6077,40808,8999,28247,3759,6805,high,57,retired,master's,424,6.13,1734,795,buy house
9484,48692,3008,15347,4184,14000,low,51,self-employed,master's,765,1.94,1246,507,buy house
2325,12182,8788,14774,1197,16154,high,32,self-employed,bachelor's,499,10.13,528,219,retirement
8331,35271,8974,23918,4627,17826,medium,50,self-employed,master's,807,3.95,697,806,travel
1371,2753,414,2685,881,2615,medium,21,part-time,in school,492,2.26,610,247,retirement
8910,19704,7855,25038,4853,16822,medium,37,full-time,PhD,632,3.69,1072,1270,travel
8525,21746,1729,52955,3755,5650,high,55,retired,PhD,424,6.41,2285,424,buy house
8951,13672,4802,18252,4749,7266,low,70,retired,PhD,328,2.58,1447,339,travel
8738,17423,1030,45818,5666,4173,low,60,self-employed,master's,405,5.36,2554,776,invest more
5750,42007,5972,63698,2840,12560,low,64,retired,PhD,673,12.11,1116,521,travel
4280,10035,6455,5072,2551,3415,low,35,self-employed,bachelor's,485,2.69,1524,590,buy house
2352,14306,8774,20299,730,6528,high,24,self-employed,master's,683,12.36,508,208,buy house
5524,28744,2666,14812,3091,9090,low,46,self-employed,master's,577,3.16,920,856,invest more
5521,22592,5066,7544,1666,3370,medium,45,self-employed,master's,462,2.28,942,410,invest more
8742,41035,8322,18805,4705,8843,medium,40,retired,PhD,577,3.1,723,1081,buy house
9,3192,9884,10289,5,2994,high,19,part-time,in school,682,2017.3,500,200,invest more
2454,7326,26,13586,1449,14866,high,22,self-employed,bachelor's,789,5.54,806,350,travel
8362,37237,8869,2543,5834,1094,medium,42,full-time,master's,713,1.36,3096,1011,buy house
7742,16355,841,17332,4802,17924,low,47,retired,master's,798,2.35,2738,307,retirement
6275,34906,6446,27519,3548,11112,medium,38,self-employed,master's,618,5.41,724,931,travel
6450,18690,1624,27529,2274,14614,high,62,retired,PhD,808,4.52,525,648,invest more
7373,42509,7181,11287,3627,18054,medium,48,self-employed,PhD,463,2.5,738,692,invest more
6804,16504,3217,12244,3907,6223,high,40,full-time,master's,696,2.27,1556,679,travel
8219,39756,1561,19356,3416,19980,high,69,retired,master's,498,2.54,952,472,buy house
4597,8184,2398,11772,2740,3968,medium,26,full-time,master's,690,3.08,1715,470,invest more
8753,12364,7169,7883,4165,8562,low,44,full-time,PhD,478,1.72,1141,1000,travel
9645,13776,3177,11786,4776,17562,high,56,self-employed,master's,573,1.55,578,303,invest more
4964,6718,5863,6865,1696,19820,medium,24,self-employed,bachelor's,618,2.56,968,325,retirement
4719,6812,1066,2046,2854,9269,high,29,full-time,master's,828,0.66,1271,275,travel
6081,19088,8938,26086,1929,15015,medium,50,full-time,PhD,310,5.76,1188,241,travel
8965,21755,2710,28400,6246,6573,medium,39,retired,PhD,506,3.47,1160,517,invest more
2424,18010,5765,2764,805,16230,medium,35,self-employed,master's,545,3.52,539,208,travel
8422,24836,5834,45716,5408,2567,low,48,self-employed,PhD,811,6.12,837,890,buy house
6009,46625,8737,19802,2257,3258,medium,52,self-employed,PhD,629,4.75,1222,203,retirement
6634,12552,1314,136,4214,18521,medium,38,self-employed,master's,324,0.22,2526,878,travel
5364,13650,9980,4787,2040,19067,medium,38,self-employed,master's,413,2.75,868,370,travel
9277,28392,5536,14715,3882,11377,high,56,full-time,master's,561,2.18,2268,493,retirement
8621,14846,1850,24554,3881,12580,medium,38,self-employed,PhD,765,3.06,2496,595,invest more
7290,26772,4554,62237,3686,17136,low,69,full-time,master's,454,9.16,1250,300,retirement
2400,14528,3537,14821,860,11283,medium,23,self-employed,bachelor's,539,7.65,517,255,travel
7869,25761,8347,7487,3585,13483,low,50,retired,master's,339,2.01,1460,893,invest more
2173,5462,669,30042,1192,13694,high,32,full-time,master's,379,14.13,630,215,invest more
3163,9226,3967,19276,2132,17709,low,26,full-time,master's,583,7.35,1400,631,invest more
6502,29341,9849,30616,3619,14085,medium,53,self-employed,PhD,545,6.22,1834,829,retirement
2377,8832,1076,26834,1528,7409,high,27,self-employed,master's,473,11.74,540,264,buy house
8241,27834,1900,55441,2601,12768,low,56,self-employed,master's,333,6.96,803,547,buy house
3023,9648,5779,9282,1605,4562,low,35,full-time,bachelor's,797,4.98,583,212,travel
6130,23110,1220,901,4255,3121,low,36,full-time,master's,346,0.35,2334,426,invest more
6440,19363,1911,64551,3228,5515,low,70,self-employed,master's,489,10.32,594,642,travel
4120,8566,5311,4653,2805,2455,high,30,self-employed,master's,473,2.42,1259,611,buy house
3036,7228,2036,8863,1555,10365,medium,23,self-employed,master's,597,3.59,639,466,travel
3354,11260,8371,31144,1091,3483,high,35,self-employed,master's,726,11.78,582,325,retirement
8982,15891,8712,11996,6181,17019,high,45,full-time,PhD,674,2.31,3341,1019,travel
8285,46864,9018,5499,4532,12131,low,52,retired,master's,382,1.75,1459,878,invest more
5887,37705,6590,19138,2037,14925,high,58,self-employed,PhD,397,4.37,1133,518,travel
6412,44474,9525,18733,4049,13038,high,44,full-time,master's,651,4.41,2674,1031,buy house
7675,49267,1876,54188,4558,15352,low,59,self-employed,PhD,322,7.3,1719,685,buy house
1534,4013,9334,1128,619,10561,medium,20,part-time,in school,378,6.82,500,200,travel
7395,34711,9730,31066,2968,14272,low,60,retired,PhD,808,5.52,1449,640,invest more
6593,45251,5143,15579,3127,18265,low,46,self-employed,master's,790,3.14,654,550,buy house
282,4953,818,12171,86,4974,high,21,part-time,in school,818,45.9,500,200,travel
2330,9539,4164,18252,848,6765,high,27,self-employed,bachelor's,818,9.62,550,213,retirement
6374,42428,6071,23284,2453,11187,high,44,retired,PhD,310,4.6,1456,308,invest more
8160,40790,2512,51901,3919,19721,medium,58,full-time,PhD,665,6.67,2688,502,buy house
3749,12932,929,3175,2565,13766,high,35,self-employed,master's,683,1.09,1340,549,retirement
9448,37646,2481,22227,5925,9425,high,51,retired,master's,581,2.61,974,1170,buy house
5033,12645,8581,39404,3179,3970,medium,66,self-employed,PhD,731,9.53,843,919,retirement
2406,15039,823,22987,750,15613,medium,34,full-time,bachelor's,739,9.89,514,209,buy house
9567,28546,7390,26456,5369,18938,high,55,full-time,PhD,745,3.54,3528,1039,retirement
6985,26517,3757,21684,3569,3531,low,56,full-time,master's,554,3.64,1177,787,buy house
6527,17676,6245,35468,3295,6705,medium,37,full-time,master's,824,6.39,1003,902,buy house
7836,35195,6991,4778,3611,16732,high,44,full-time,PhD,408,1.5,531,627,buy house
5524,49185,80,12441,2135,16528,low,44,retired,master's,479,2.27,660,572,travel
9346,41957,9795,24,3213,14618,medium,42,full-time,PhD,797,1.05,1609,928,travel
6894,45215,2245,26167,4400,12858,high,48,self-employed,PhD,372,4.12,646,945,retirement
9963,43484,2373,51524,6225,3282,medium,55,full-time,master's,686,5.41,1936,1333,buy house
8067,24996,1130,43063,3458,10630,high,67,self-employed,PhD,821,5.48,2231,282,travel
7272,38545,4712,25420,3817,19316,medium,37,full-time,master's,820,4.14,794,1144,invest more
4421,16729,2877,23243,2498,9474,medium,28,full-time,bachelor's,317,5.91,1510,331,travel
7296,35236,6895,45304,3920,2718,low,47,retired,master's,833,7.15,679,425,travel
5663,34916,4940,18891,1921,7590,low,44,retired,PhD,425,4.21,571,328,travel
5467,23774,4240,27601,3494,10618,low,41,self-employed,master's,786,5.82,2431,772,invest more
1563,324,3425,15503,760,3005,medium,18,unemployed,high school,810,12.1,514,222,travel
